tweets,Sentiment
"? uk &; usa
? international channels
? sports
? movies
? ppv
? vod
? adult
? catch-up
?? watch two devices with multiview

all your tv needs sorted without a dish? and at amazing prices

start saving ??today

#ios #android #firestick #smarttv #stayhomesavelives",Extremely Positive
"wear masks, people! whenever you are around others outside your home.",Neutral
@brucehillmelb shes already been in her garden planting carrots in preparation for the food shortage. #corona,Negative
thai rice prices hit seven year high on anticipated sales as coronavirus troubles rivals exporters,Negative
an advantage i see of this #coronavirus many companies share prices are dropping ..,Positive
#netflix already drawing up a script for a dramatised movie about #coronavirus and everybodys dumbasses ? running around here like its supermarket sweep.,Positive
"this shit is real!!! see here, getting #toiletpaper #trump s #commonsense . #coronavirus #covid19 insanity. @ planet earth",Extremely Negative
"killing covid-19 (coronavirus) by using disinfection sterilizer spray machine. adjustable angle and handy. use with our disinfectant tablet. 

for more information: biocarohk@gmail.com
#covid19 #disinfectant #coronavirus #sanitizer #greendisinfectant #who #chloridedioxide",Extremely Negative
isn t causing to run out of food   but why are shelves still bare,Neutral
during the staff at the intreo offices are working to provide social welfare services this is the parking lot of the george s quay office keep them in mind along with emergency services and grocery store workers when offering thanks,Positive
the loccitane group is providing support for healthcare workers in asia and europe in a variety of ways. #beautynews #coronavirus #health #sanitizer,Positive
"it's not here
it disappear
i'm all lost in the supermarket
i can no longer shop happily
#clash
~lost in the supermarket

went to store @ 7am &; was not successful. ?
stay healthy &; be well!
#coronavirus impact",Negative
"@lexisbill when we mention corruption, everyone points fingers at politicians.
but during the heat of covid -19, we all know the wicked and greedy creatures on earth are ghanaian traders!
selling hand sanitizers at rocket ? prices, prices for foodstuf",Negative
"#newsalert "" ecommerce purchases of the virus protection category of products such as hand sanitizers, gloves, masks and antibacterial sprays have surged by 817%, according to @adobes analysis"" reports @adobe

#covid19 #ecommerce #tech",Positive
"where to pay your bills online 

in light of the covid-19 outbreak, there are many services that extend their payment deadlines. take note of the following sites and apps where you can pay your bills online, buy food, pay for online shopping, etc.",Negative
"almost every business around is posting that they still deliver, offer pickup or that their drive-thrus are still open.

honest question: is that safe? at all? its just a lesser version of the grocery store, right? but you cant control the entire process.

#coronavirus #covid",Positive
bit of a shitty day at the frontline ? #keyworker #covid_19 #corona #coronavirus #foodhall #supermarket #stayingopen #stayingassafeaswecan @ belfast,Negative
im at morrisons with mum as we cant get an online slot for love nor money.  looking around i would say 90% of the people shopping are pensioners. all probably in same predicament as us or they dont have the internet at home. ? #coronavirus,Extremely Positive
"wash your hands with soap and water for at least 20 seconds especially after you have been in a public place, or after blowing your nose, coughing, or sneezing

if soap and water arent available, use hand sanitizer that contains at least 60% alcohol

#coronavirus #covid2019",Positive
bay area grocery stores try stock up on essential supplies in preparation for the emergency order across most of the region due to the outbreak read more,Negative
"@realdonaldtrump i wasn't planning on wearing a mask when i go to the grocery store, however if i could find a #trump2020 mask i certainly would.  #masks4all #maga #trump #covid2019",Positive
the things the is asking people to do to help prevent the spread of 19 are easy what are much more difficult are things like sterilizing every item you buy from the supermarket or sterilizing your clothes every time you ride in a cab or are these not really necessary,Extremely Positive
"gas prices : why the gas prices are still high in  #california? pricegouging 
#pricegouging #gavinnewsom , #senfeinstein #kamalaharris, #speakerpelosi #repadamschiff #ericsawell #californiacoronavirus #covid_19 #maggienyt, #washingtonpost , #latimes #gasprices",Neutral
"ted baker has sold its london headquarters in a 79m deal and increased its loan facility after warning that #coronavirus related store closures have shuttered the majority of its global store estate | @retailweek 

read more from #retailweek ? 

#tedbaker",Negative
"@tundeirukera good morning i bought these face mask for n600(@n300 each) from a store near my house in lagos. i discovered this pharmacy inflated their prices on covid 19 items which is even against d rule. sir, can u intervene on this matter.",Positive
